"game_id","event_index","home_skaters_alt","away_skaters_alt","game_strength_state_alt","home_g_change","away_g_change","event_description_alt"
2019020001,78,5,4,"5v4",NA,NA,"Auston Matthews Goalpost"
2019020001,79,5,4,"5v4",NA,NA,NA
2019020001,80,5,4,"5v4",NA,NA,"Chris Tierney hit Mitchell Marner"
2019020001,81,5,4,"5v4",NA,NA,NA
2019020001,82,5,4,"5v4",NA,NA,NA
2019020001,83,5,4,"5v4",NA,NA,NA
2019020001,84,5,4,"5v4",NA,NA,"William Nylander Tip-In saved by Craig Anderson"
2019020001,85,5,4,"5v4",NA,NA,"Tyson Barrie Wrist Shot saved by Craig Anderson"
2019020001,86,5,4,"5v4",NA,NA,"William Nylander Wrist Shot saved by Craig Anderson"
2019020001,87,5,4,"5v4",NA,NA,NA
2019020001,88,5,4,"5v4",NA,NA,NA
2019020001,89,5,4,"5v4",NA,NA,NA
