"player","position","position_type","game_id","game_date","season","session","team","opponent","is_home","player_num","player_team_num"
"MARK.BARBERIO","D","D",2019020155,"2019-10-25",20192020,"R","COL","VGK",0,44,"COL44"
"VLADISLAV.KAMENEV","C","F",2019020155,"2019-10-25",20192020,"R","COL","VGK",0,81,"COL81"
"MALCOLM.SUBBAN","G","G",2019020155,"2019-10-25",20192020,"R","VGK","COL",1,30,"VGK30"
"NICOLAS.HAGUE","D","D",2019020155,"2019-10-25",20192020,"R","VGK","COL",1,14,"VGK14"
"NICOLAS.ROY","C","F",2019020155,"2019-10-25",20192020,"R","VGK","COL",1,10,"VGK10"
"JONNY.BRODZINSKI","C","F",2019020156,"2019-10-25",20192020,"R","S.J","TOR",0,22,"S.J22"
"NOAH.GREGOR","C","F",2019020156,"2019-10-25",20192020,"R","S.J","TOR",0,73,"S.J73"
"TREVOR.CARRICK","D","D",2019020156,"2019-10-25",20192020,"R","S.J","TOR",0,47,"S.J47"
"JOHN.TAVARES","C","F",2019020156,"2019-10-25",20192020,"R","TOR","S.J",1,91,"TOR91"
"MARTIN.MARINCIN","D","D",2019020156,"2019-10-25",20192020,"R","TOR","S.J",1,52,"TOR52"
"NIC.PETAN","C","F",2019020156,"2019-10-25",20192020,"R","TOR","S.J",1,61,"TOR61"
"AARON.NESS","D","D",2019020157,"2019-10-25",20192020,"R","ARI","N.J",0,42,"ARI42"
"BRAD.RICHARDSON","R","F",2019020157,"2019-10-25",20192020,"R","ARI","N.J",0,15,"ARI15"
"ERIC.COMRIE","G","G",2019020157,"2019-10-25",20192020,"R","ARI","N.J",0,1,"ARI1"
"JESPER.BOQVIST","C","F",2019020157,"2019-10-25",20192020,"R","N.J","ARI",1,90,"N.J90"
"JESPER.BRATT","L","F",2019020157,"2019-10-25",20192020,"R","N.J","ARI",1,63,"N.J63"
"WILL.BUTCHER","D","D",2019020157,"2019-10-25",20192020,"R","N.J","ARI",1,8,"N.J8"
"MICHAEL.DAL.COLLE","L","F",2019020158,"2019-10-25",20192020,"R","NYI","OTT",0,28,"NYI28"
"OLIVER.WAHLSTROM","R","F",2019020158,"2019-10-25",20192020,"R","NYI","OTT",0,26,"NYI26"
"ROSS.JOHNSTON","L","F",2019020158,"2019-10-25",20192020,"R","NYI","OTT",0,32,"NYI32"
"CODY.GOLOUBEF","D","D",2019020158,"2019-10-25",20192020,"R","OTT","NYI",1,29,"OTT29"
"MIKKEL.BOEDKER","L","F",2019020158,"2019-10-25",20192020,"R","OTT","NYI",1,89,"OTT89"
"JIMMY.VESEY","L","F",2019020159,"2019-10-25",20192020,"R","BUF","DET",0,13,"BUF13"
"MARCO.SCANDELLA","D","D",2019020159,"2019-10-25",20192020,"R","BUF","DET",0,6,"BUF6"
"WILLIAM.BORGEN","D","D",2019020159,"2019-10-25",20192020,"R","BUF","DET",0,3,"BUF3"
"ALEX.BIEGA","D","D",2019020159,"2019-10-25",20192020,"R","DET","BUF",1,3,"DET3"
"JUSTIN.ABDELKADER","L","F",2019020159,"2019-10-25",20192020,"R","DET","BUF",1,8,"DET8"
"CHANDLER.STEPHENSON","C","F",2019020160,"2019-10-25",20192020,"R","WSH","VAN",0,18,"WSH18"
"TYLER.LEWINGTON","D","D",2019020160,"2019-10-25",20192020,"R","WSH","VAN",0,78,"WSH78"
"LOUI.ERIKSSON","L","F",2019020160,"2019-10-25",20192020,"R","VAN","WSH",1,21,"VAN21"
"OSCAR.FANTENBERG","D","D",2019020160,"2019-10-25",20192020,"R","VAN","WSH",1,5,"VAN5"
"BRENDAN.PERLINI","L","F",2019020161,"2019-10-26",20192020,"R","CHI","CAR",0,11,"CHI11"
"DENNIS.GILBERT","D","D",2019020161,"2019-10-26",20192020,"R","CHI","CAR",0,39,"CHI39"
"DRAKE.CAGGIULA","C","F",2019020161,"2019-10-26",20192020,"R","CHI","CAR",0,91,"CHI91"
"HAYDN.FLEURY","D","D",2019020161,"2019-10-26",20192020,"R","CAR","CHI",1,4,"CAR4"
"CARL.GUNNARSSON","D","D",2019020162,"2019-10-26",20192020,"R","STL","BOS",0,4,"STL4"
"ROBBY.FABBRI","C","F",2019020162,"2019-10-26",20192020,"R","STL","BOS",0,15,"STL15"
"VLADIMIR.TARASENKO","R","F",2019020162,"2019-10-26",20192020,"R","STL","BOS",0,91,"STL91"
"DAVID.BACKES","R","F",2019020162,"2019-10-26",20192020,"R","BOS","STL",1,42,"BOS42"
"KARSON.KUHLMAN","C","F",2019020162,"2019-10-26",20192020,"R","BOS","STL",1,83,"BOS83"
"STEVEN.KAMPFER","D","D",2019020162,"2019-10-26",20192020,"R","BOS","STL",1,44,"BOS44"
"JOHN.TAVARES","C","F",2019020163,"2019-10-26",20192020,"R","TOR","MTL",0,91,"TOR91"
"MARTIN.MARINCIN","D","D",2019020163,"2019-10-26",20192020,"R","TOR","MTL",0,52,"TOR52"
"NIC.PETAN","C","F",2019020163,"2019-10-26",20192020,"R","TOR","MTL",0,61,"TOR61"
"BRETT.KULAK","D","D",2019020163,"2019-10-26",20192020,"R","MTL","TOR",1,17,"MTL17"
"CHRISTIAN.FOLIN","D","D",2019020163,"2019-10-26",20192020,"R","MTL","TOR",1,32,"MTL32"
"JORDAN.WEAL","C","F",2019020163,"2019-10-26",20192020,"R","MTL","TOR",1,43,"MTL43"
"FILIP.FORSBERG","L","F",2019020164,"2019-10-26",20192020,"R","NSH","T.B",0,9,"NSH9"
"MATT.DUCHENE","C","F",2019020164,"2019-10-26",20192020,"R","NSH","T.B",0,95,"NSH95"
"YANNICK.WEBER","D","D",2019020164,"2019-10-26",20192020,"R","NSH","T.B",0,7,"NSH7"
"CARTER.VERHAEGHE","C","F",2019020164,"2019-10-26",20192020,"R","T.B","NSH",1,23,"T.B23"
"JAN.RUTTA","D","D",2019020164,"2019-10-26",20192020,"R","T.B","NSH",1,44,"T.B44"
"JAKOB.LILJA","L","F",2019020165,"2019-10-26",20192020,"R","CBJ","PHI",0,15,"CBJ15"
"MARKUS.NUTIVAARA","D","D",2019020165,"2019-10-26",20192020,"R","CBJ","PHI",0,65,"CBJ65"
"SCOTT.HARRINGTON","D","D",2019020165,"2019-10-26",20192020,"R","CBJ","PHI",0,4,"CBJ4"
"SAMUEL.MORIN","D","D",2019020165,"2019-10-26",20192020,"R","PHI","CBJ",1,55,"PHI55"
"TYLER.PITLICK","C","F",2019020165,"2019-10-26",20192020,"R","PHI","CBJ",1,18,"PHI18"
"ADAM.JOHNSON","C","F",2019020166,"2019-10-26",20192020,"R","PIT","DAL",0,47,"PIT47"
"CHAD.RUHWEDEL","D","D",2019020166,"2019-10-26",20192020,"R","PIT","DAL",0,2,"PIT2"
"JOSEPH.BLANDISI","C","F",2019020166,"2019-10-26",20192020,"R","PIT","DAL",0,36,"PIT36"
"JOEL.HANLEY","D","D",2019020166,"2019-10-26",20192020,"R","DAL","PIT",1,39,"DAL39"
"JOAKIM.RYAN","D","D",2019020167,"2019-10-26",20192020,"R","L.A","MIN",0,6,"L.A6"
"NIKOLAI.PROKHORKIN","L","F",2019020167,"2019-10-26",20192020,"R","L.A","MIN",0,74,"L.A74"
"DEVAN.DUBNYK","G","G",2019020167,"2019-10-26",20192020,"R","MIN","L.A",1,40,"MIN40"
"JORDAN.GREENWAY","L","F",2019020167,"2019-10-26",20192020,"R","MIN","L.A",1,18,"MIN18"
"NICK.SEELER","D","D",2019020167,"2019-10-26",20192020,"R","MIN","L.A",1,55,"MIN55"
"MARK.JANKOWSKI","C","F",2019020168,"2019-10-26",20192020,"R","CGY","WPG",0,77,"CGY77"
"MICHAEL.STONE","D","D",2019020168,"2019-10-26",20192020,"R","CGY","WPG",0,26,"CGY26"
"LUCA.SBISA","D","D",2019020168,"2019-10-26",20192020,"R","WPG","CGY",1,5,"WPG5"
"MASON.APPLETON","C","F",2019020168,"2019-10-26",20192020,"R","WPG","CGY",1,82,"WPG82"
"VILLE.HEINOLA","D","D",2019020168,"2019-10-26",20192020,"R","WPG","CGY",1,14,"WPG14"
"MICHAEL.DEL.ZOTTO","D","D",2019020169,"2019-10-26",20192020,"R","ANA","COL",0,44,"ANA44"
"NICOLAS.DESLAURIERS","L","F",2019020169,"2019-10-26",20192020,"R","ANA","COL",0,20,"ANA20"
"ONDREJ.KASE","R","F",2019020169,"2019-10-26",20192020,"R","ANA","COL",0,25,"ANA25"
"MARK.BARBERIO","D","D",2019020169,"2019-10-26",20192020,"R","COL","ANA",1,44,"COL44"
"VLADISLAV.KAMENEV","C","F",2019020169,"2019-10-26",20192020,"R","COL","ANA",1,81,"COL81"
"MIKE.MATHESON","D","D",2019020170,"2019-10-27",20192020,"R","FLA","EDM",0,19,"FLA19"
"RILEY.STILLMAN","D","D",2019020170,"2019-10-27",20192020,"R","FLA","EDM",0,61,"FLA61"
"VINCENT.TROCHECK","C","F",2019020170,"2019-10-27",20192020,"R","FLA","EDM",0,21,"FLA21"
"GAETAN.HAAS","C","F",2019020170,"2019-10-27",20192020,"R","EDM","FLA",1,91,"EDM91"
"JOEL.PERSSON","D","D",2019020170,"2019-10-27",20192020,"R","EDM","FLA",1,36,"EDM36"
"WILLIAM.LAGESSON","D","D",2019020170,"2019-10-27",20192020,"R","EDM","FLA",1,84,"EDM84"
"CARL.GUNNARSSON","D","D",2019020171,"2019-10-27",20192020,"R","STL","DET",0,4,"STL4"
"SAMMY.BLAIS","L","F",2019020171,"2019-10-27",20192020,"R","STL","DET",0,9,"STL9"
"VLADIMIR.TARASENKO","R","F",2019020171,"2019-10-27",20192020,"R","STL","DET",0,91,"STL91"
"ALEX.BIEGA","D","D",2019020171,"2019-10-27",20192020,"R","DET","STL",1,3,"DET3"
"JUSTIN.ABDELKADER","L","F",2019020171,"2019-10-27",20192020,"R","DET","STL",1,8,"DET8"
"JONNY.BRODZINSKI","C","F",2019020172,"2019-10-27",20192020,"R","S.J","OTT",0,22,"S.J22"
"LUKAS.RADIL","C","F",2019020172,"2019-10-27",20192020,"R","S.J","OTT",0,52,"S.J52"
"TREVOR.CARRICK","D","D",2019020172,"2019-10-27",20192020,"R","S.J","OTT",0,47,"S.J47"
"BOBBY.RYAN","R","F",2019020172,"2019-10-27",20192020,"R","OTT","S.J",1,9,"OTT9"
"CODY.GOLOUBEF","D","D",2019020172,"2019-10-27",20192020,"R","OTT","S.J",1,29,"OTT29"
"MIKKEL.BOEDKER","L","F",2019020172,"2019-10-27",20192020,"R","OTT","S.J",1,89,"OTT89"
"ROBERT.HAGG","D","D",2019020173,"2019-10-27",20192020,"R","PHI","NYI",0,8,"PHI8"
"SCOTT.LAUGHTON","L","F",2019020173,"2019-10-27",20192020,"R","PHI","NYI",0,21,"PHI21"
"MATT.MARTIN","L","F",2019020173,"2019-10-27",20192020,"R","NYI","PHI",1,17,"NYI17"
"NOAH.DOBSON","D","D",2019020173,"2019-10-27",20192020,"R","NYI","PHI",1,8,"NYI8"
"TOM.KUHNHACKL","R","F",2019020173,"2019-10-27",20192020,"R","NYI","PHI",1,14,"NYI14"
"CHRIS.WAGNER","R","F",2019020174,"2019-10-27",20192020,"R","BOS","NYR",0,14,"BOS14"
"JOAKIM.NORDSTROM","C","F",2019020174,"2019-10-27",20192020,"R","BOS","NYR",0,20,"BOS20"
"STEVEN.KAMPFER","D","D",2019020174,"2019-10-27",20192020,"R","BOS","NYR",0,44,"BOS44"
"JESPER.FAST","R","F",2019020174,"2019-10-27",20192020,"R","NYR","BOS",1,17,"NYR17"
"KURTIS.MACDERMID","D","D",2019020175,"2019-10-27",20192020,"R","L.A","CHI",0,56,"L.A56"
"MICHAEL.AMADIO","C","F",2019020175,"2019-10-27",20192020,"R","L.A","CHI",0,10,"L.A10"
"BRENDAN.PERLINI","L","F",2019020175,"2019-10-27",20192020,"R","CHI","L.A",1,11,"CHI11"
"BRENT.SEABROOK","D","D",2019020175,"2019-10-27",20192020,"R","CHI","L.A",1,7,"CHI7"
"ZACK.SMITH","C","F",2019020175,"2019-10-27",20192020,"R","CHI","L.A",1,15,"CHI15"
"HAMPUS.LINDHOLM","D","D",2019020176,"2019-10-27",20192020,"R","ANA","VGK",0,47,"ANA47"
"NICOLAS.DESLAURIERS","L","F",2019020176,"2019-10-27",20192020,"R","ANA","VGK",0,20,"ANA20"
"ONDREJ.KASE","R","F",2019020176,"2019-10-27",20192020,"R","ANA","VGK",0,25,"ANA25"
"BRANDON.PIRRI","C","F",2019020176,"2019-10-27",20192020,"R","VGK","ANA",1,73,"VGK73"
"JAKE.BISCHOFF","D","D",2019020176,"2019-10-27",20192020,"R","VGK","ANA",1,45,"VGK45"
"MALCOLM.SUBBAN","G","G",2019020176,"2019-10-27",20192020,"R","VGK","ANA",1,30,"VGK30"
"BRAD.RICHARDSON","R","F",2019020177,"2019-10-28",20192020,"R","ARI","BUF",0,15,"ARI15"
"ERIC.COMRIE","G","G",2019020177,"2019-10-28",20192020,"R","ARI","BUF",0,1,"ARI1"
"KYLE.CAPOBIANCO","D","D",2019020177,"2019-10-28",20192020,"R","ARI","BUF",0,75,"ARI75"
"JIMMY.VESEY","L","F",2019020177,"2019-10-28",20192020,"R","BUF","ARI",1,13,"BUF13"
"MARCO.SCANDELLA","D","D",2019020177,"2019-10-28",20192020,"R","BUF","ARI",1,6,"BUF6"
"WILLIAM.BORGEN","D","D",2019020177,"2019-10-28",20192020,"R","BUF","ARI",1,3,"BUF3"
"MIKE.MATHESON","D","D",2019020178,"2019-10-28",20192020,"R","FLA","VAN",0,19,"FLA19"
"RILEY.STILLMAN","D","D",2019020178,"2019-10-28",20192020,"R","FLA","VAN",0,61,"FLA61"
"VINCENT.TROCHECK","C","F",2019020178,"2019-10-28",20192020,"R","FLA","VAN",0,21,"FLA21"
"ADAM.GAUDETTE","C","F",2019020178,"2019-10-28",20192020,"R","VAN","FLA",1,88,"VAN88"
"OSCAR.FANTENBERG","D","D",2019020178,"2019-10-28",20192020,"R","VAN","FLA",1,5,"VAN5"
"JONNY.BRODZINSKI","C","F",2019020179,"2019-10-29",20192020,"R","S.J","BOS",0,22,"S.J22"
"NOAH.GREGOR","C","F",2019020179,"2019-10-29",20192020,"R","S.J","BOS",0,73,"S.J73"
"TREVOR.CARRICK","D","D",2019020179,"2019-10-29",20192020,"R","S.J","BOS",0,47,"S.J47"
"JOAKIM.NORDSTROM","C","F",2019020179,"2019-10-29",20192020,"R","BOS","S.J",1,20,"BOS20"
"PAR.LINDHOLM","C","F",2019020179,"2019-10-29",20192020,"R","BOS","S.J",1,26,"BOS26"
"STEVEN.KAMPFER","D","D",2019020179,"2019-10-29",20192020,"R","BOS","S.J",1,44,"BOS44"
"CHANDLER.STEPHENSON","C","F",2019020180,"2019-10-29",20192020,"R","WSH","TOR",0,18,"WSH18"
"TYLER.LEWINGTON","D","D",2019020180,"2019-10-29",20192020,"R","WSH","TOR",0,78,"WSH78"
"JOHN.TAVARES","C","F",2019020180,"2019-10-29",20192020,"R","TOR","WSH",1,91,"TOR91"
"MARTIN.MARINCIN","D","D",2019020180,"2019-10-29",20192020,"R","TOR","WSH",1,52,"TOR52"
"NIC.PETAN","C","F",2019020180,"2019-10-29",20192020,"R","TOR","WSH",1,61,"TOR61"
"ANTHONY.CIRELLI","C","F",2019020181,"2019-10-29",20192020,"R","T.B","NYR",0,71,"T.B71"
"JAN.RUTTA","D","D",2019020181,"2019-10-29",20192020,"R","T.B","NYR",0,44,"T.B44"
"GREG.MCKEGG","C","F",2019020181,"2019-10-29",20192020,"R","NYR","T.B",1,14,"NYR14"
"MARC.STAAL","D","D",2019020181,"2019-10-29",20192020,"R","NYR","T.B",1,18,"NYR18"
"MIKA.ZIBANEJAD","C","F",2019020181,"2019-10-29",20192020,"R","NYR","T.B",1,93,"NYR93"
"SAMUEL.MORIN","D","D",2019020182,"2019-10-29",20192020,"R","PHI","PIT",0,55,"PHI55"
"CHAD.RUHWEDEL","D","D",2019020182,"2019-10-29",20192020,"R","PIT","PHI",1,2,"PIT2"
"JUUSO.RIIKOLA","D","D",2019020182,"2019-10-29",20192020,"R","PIT","PHI",1,50,"PIT50"
"SAM.LAFFERTY","C","F",2019020182,"2019-10-29",20192020,"R","PIT","PHI",1,37,"PIT37"
"MARK.JANKOWSKI","C","F",2019020183,"2019-10-29",20192020,"R","CGY","CAR",0,77,"CGY77"
"MICHAEL.STONE","D","D",2019020183,"2019-10-29",20192020,"R","CGY","CAR",0,26,"CGY26"
"HAYDN.FLEURY","D","D",2019020183,"2019-10-29",20192020,"R","CAR","CGY",1,4,"CAR4"
"JOEL.PERSSON","D","D",2019020184,"2019-10-29",20192020,"R","EDM","DET",0,36,"EDM36"
"MARKUS.GRANLUND","C","F",2019020184,"2019-10-29",20192020,"R","EDM","DET",0,60,"EDM60"
"WILLIAM.LAGESSON","D","D",2019020184,"2019-10-29",20192020,"R","EDM","DET",0,84,"EDM84"
"ALEX.BIEGA","D","D",2019020184,"2019-10-29",20192020,"R","DET","EDM",1,3,"DET3"
"BRENDAN.PERLINI","L","F",2019020184,"2019-10-29",20192020,"R","DET","EDM",1,29,"DET29"
"DENNIS.CHOLOWSKI","D","D",2019020184,"2019-10-29",20192020,"R","DET","EDM",1,21,"DET21"
"BRENT.SEABROOK","D","D",2019020185,"2019-10-29",20192020,"R","CHI","NSH",0,7,"CHI7"
"ZACK.SMITH","C","F",2019020185,"2019-10-29",20192020,"R","CHI","NSH",0,15,"CHI15"
"COLIN.BLACKWELL","C","F",2019020185,"2019-10-29",20192020,"R","NSH","CHI",1,42,"NSH42"
"FILIP.FORSBERG","L","F",2019020185,"2019-10-29",20192020,"R","NSH","CHI",1,9,"NSH9"
"YANNICK.WEBER","D","D",2019020185,"2019-10-29",20192020,"R","NSH","CHI",1,7,"NSH7"
"KEVIN.FIALA","L","F",2019020186,"2019-10-29",20192020,"R","MIN","DAL",0,22,"MIN22"
"NICK.SEELER","D","D",2019020186,"2019-10-29",20192020,"R","MIN","DAL",0,55,"MIN55"
"ANDREJ.SEKERA","D","D",2019020186,"2019-10-29",20192020,"R","DAL","MIN",1,5,"DAL5"
"JUSTIN.DOWLING","C","F",2019020186,"2019-10-29",20192020,"R","DAL","MIN",1,37,"DAL37"
"ADAM.LOWRY","L","F",2019020187,"2019-10-29",20192020,"R","WPG","ANA",0,17,"WPG17"
"PATRIK.LAINE","R","F",2019020187,"2019-10-29",20192020,"R","WPG","ANA",0,29,"WPG29"
"VILLE.HEINOLA","D","D",2019020187,"2019-10-29",20192020,"R","WPG","ANA",0,14,"WPG14"
"DEVIN.SHORE","C","F",2019020187,"2019-10-29",20192020,"R","ANA","WPG",1,29,"ANA29"
"HAMPUS.LINDHOLM","D","D",2019020187,"2019-10-29",20192020,"R","ANA","WPG",1,47,"ANA47"
"ONDREJ.KASE","R","F",2019020187,"2019-10-29",20192020,"R","ANA","WPG",1,25,"ANA25"
"CORY.CONACHER","C","F",2019020188,"2019-10-30",20192020,"R","T.B","N.J",0,89,"T.B89"
"ERIK.CERNAK","D","D",2019020188,"2019-10-30",20192020,"R","T.B","N.J",0,81,"T.B81"
"LUKE.WITKOWSKI","R","F",2019020188,"2019-10-30",20192020,"R","T.B","N.J",0,28,"T.B28"
"JESPER.BOQVIST","C","F",2019020188,"2019-10-30",20192020,"R","N.J","T.B",1,90,"N.J90"
"MIRCO.MUELLER","D","D",2019020188,"2019-10-30",20192020,"R","N.J","T.B",1,25,"N.J25"
"NIKITA.GUSEV","L","F",2019020188,"2019-10-30",20192020,"R","N.J","T.B",1,97,"N.J97"
"BRANDON.MANNING","D","D",2019020189,"2019-10-30",20192020,"R","EDM","CBJ",0,26,"EDM26"
"TOMAS.JURCO","R","F",2019020189,"2019-10-30",20192020,"R","EDM","CBJ",0,92,"EDM92"
"WILLIAM.LAGESSON","D","D",2019020189,"2019-10-30",20192020,"R","EDM","CBJ",0,84,"EDM84"
"SCOTT.HARRINGTON","D","D",2019020189,"2019-10-30",20192020,"R","CBJ","EDM",1,4,"CBJ4"
"NICK.SEELER","D","D",2019020190,"2019-10-30",20192020,"R","MIN","STL",0,55,"MIN55"
"RYAN.DONATO","C","F",2019020190,"2019-10-30",20192020,"R","MIN","STL",0,6,"MIN6"
"ROBBY.FABBRI","C","F",2019020190,"2019-10-30",20192020,"R","STL","MIN",1,15,"STL15"
"ROBERT.BORTUZZO","D","D",2019020190,"2019-10-30",20192020,"R","STL","MIN",1,41,"STL41"
"JOSH.BROWN","D","D",2019020191,"2019-10-30",20192020,"R","FLA","COL",0,2,"FLA2"
"MIKE.MATHESON","D","D",2019020191,"2019-10-30",20192020,"R","FLA","COL",0,19,"FLA19"
"VINCENT.TROCHECK","C","F",2019020191,"2019-10-30",20192020,"R","FLA","COL",0,21,"FLA21"
"COLIN.WILSON","C","F",2019020191,"2019-10-30",20192020,"R","COL","FLA",1,22,"COL22"
"RYAN.GRAVES","D","D",2019020191,"2019-10-30",20192020,"R","COL","FLA",1,27,"COL27"
"BRETT.KULAK","D","D",2019020192,"2019-10-30",20192020,"R","MTL","ARI",0,17,"MTL17"
"CHRISTIAN.FOLIN","D","D",2019020192,"2019-10-30",20192020,"R","MTL","ARI",0,32,"MTL32"
"JORDAN.WEAL","C","F",2019020192,"2019-10-30",20192020,"R","MTL","ARI",0,43,"MTL43"
"BRAD.RICHARDSON","R","F",2019020192,"2019-10-30",20192020,"R","ARI","MTL",1,15,"ARI15"
"ERIC.COMRIE","G","G",2019020192,"2019-10-30",20192020,"R","ARI","MTL",1,1,"ARI1"
"KYLE.CAPOBIANCO","D","D",2019020192,"2019-10-30",20192020,"R","ARI","MTL",1,75,"ARI75"
"ADAM.GAUDETTE","C","F",2019020193,"2019-10-30",20192020,"R","VAN","L.A",0,88,"VAN88"
"ASHTON.SAUTNER","D","D",2019020193,"2019-10-30",20192020,"R","VAN","L.A",0,29,"VAN29"
"OSCAR.FANTENBERG","D","D",2019020193,"2019-10-30",20192020,"R","VAN","L.A",0,5,"VAN5"
"JOAKIM.RYAN","D","D",2019020193,"2019-10-30",20192020,"R","L.A","VAN",1,6,"L.A6"
"MICHAEL.AMADIO","C","F",2019020193,"2019-10-30",20192020,"R","L.A","VAN",1,10,"L.A10"
"TYLER.TOFFOLI","C","F",2019020193,"2019-10-30",20192020,"R","L.A","VAN",1,73,"L.A73"
"MICHAEL.STONE","D","D",2019020194,"2019-10-31",20192020,"R","CGY","NSH",0,26,"CGY26"
"TOBIAS.RIEDER","C","F",2019020194,"2019-10-31",20192020,"R","CGY","NSH",0,16,"CGY16"
"MIIKKA.SALOMAKI","R","F",2019020194,"2019-10-31",20192020,"R","NSH","CGY",1,20,"NSH20"
"YANNICK.WEBER","D","D",2019020194,"2019-10-31",20192020,"R","NSH","CGY",1,7,"NSH7"
"BRETT.KULAK","D","D",2019020195,"2019-10-31",20192020,"R","MTL","VGK",0,17,"MTL17"
"CHRISTIAN.FOLIN","D","D",2019020195,"2019-10-31",20192020,"R","MTL","VGK",0,32,"MTL32"
"JESPERI.KOTKANIEMI","C","F",2019020195,"2019-10-31",20192020,"R","MTL","VGK",0,15,"MTL15"
"BRANDON.PIRRI","C","F",2019020195,"2019-10-31",20192020,"R","VGK","MTL",1,73,"VGK73"
"ROBERT.HAGG","D","D",2019020196,"2019-11-01",20192020,"R","PHI","N.J",0,8,"PHI8"
"SAMUEL.MORIN","D","D",2019020196,"2019-11-01",20192020,"R","PHI","N.J",0,55,"PHI55"
"TYLER.PITLICK","C","F",2019020196,"2019-11-01",20192020,"R","PHI","N.J",0,18,"PHI18"
"JESPER.BOQVIST","C","F",2019020196,"2019-11-01",20192020,"R","N.J","PHI",1,90,"N.J90"
"MIRCO.MUELLER","D","D",2019020196,"2019-11-01",20192020,"R","N.J","PHI",1,25,"N.J25"
"NIKITA.GUSEV","L","F",2019020196,"2019-11-01",20192020,"R","N.J","PHI",1,97,"N.J97"
"BRAYDON.COBURN","D","D",2019020197,"2019-11-01",20192020,"R","T.B","NYI",0,55,"T.B55"
"CARTER.VERHAEGHE","C","F",2019020197,"2019-11-01",20192020,"R","T.B","NYI",0,23,"T.B23"
"NOAH.DOBSON","D","D",2019020197,"2019-11-01",20192020,"R","NYI","T.B",1,8,"NYI8"
"OTTO.KOIVULA","L","F",2019020197,"2019-11-01",20192020,"R","NYI","T.B",1,21,"NYI21"
"BRANDON.MONTOUR","D","D",2019020198,"2019-11-01",20192020,"R","BUF","WSH",0,62,"BUF62"
"JIMMY.VESEY","L","F",2019020198,"2019-11-01",20192020,"R","BUF","WSH",0,13,"BUF13"
"MARCO.SCANDELLA","D","D",2019020198,"2019-11-01",20192020,"R","BUF","WSH",0,6,"BUF6"
"LIAM.O'BRIEN","C","F",2019020198,"2019-11-01",20192020,"R","WSH","BUF",1,87,"WSH87"
"NIC.DOWD","C","F",2019020198,"2019-11-01",20192020,"R","WSH","BUF",1,26,"WSH26"
"TYLER.LEWINGTON","D","D",2019020198,"2019-11-01",20192020,"R","WSH","BUF",1,78,"WSH78"
"ALEX.BIEGA","D","D",2019020199,"2019-11-01",20192020,"R","DET","CAR",0,3,"DET3"
"CHRISTOFFER.EHN","C","F",2019020199,"2019-11-01",20192020,"R","DET","CAR",0,70,"DET70"
"DENNIS.CHOLOWSKI","D","D",2019020199,"2019-11-01",20192020,"R","DET","CAR",0,21,"DET21"
"HAYDN.FLEURY","D","D",2019020199,"2019-11-01",20192020,"R","CAR","DET",1,4,"CAR4"
"MARKUS.HANNIKAINEN","L","F",2019020200,"2019-11-01",20192020,"R","CBJ","STL",0,37,"CBJ37"
"MARKUS.NUTIVAARA","D","D",2019020200,"2019-11-01",20192020,"R","CBJ","STL",0,65,"CBJ65"
"ROBBY.FABBRI","C","F",2019020200,"2019-11-01",20192020,"R","STL","CBJ",1,15,"STL15"
"ROBERT.BORTUZZO","D","D",2019020200,"2019-11-01",20192020,"R","STL","CBJ",1,41,"STL41"
"ANDREJ.SEKERA","D","D",2019020201,"2019-11-01",20192020,"R","DAL","COL",0,5,"DAL5"
"JUSTIN.DOWLING","C","F",2019020201,"2019-11-01",20192020,"R","DAL","COL",0,37,"DAL37"
"COLIN.WILSON","C","F",2019020201,"2019-11-01",20192020,"R","COL","DAL",1,22,"COL22"
"MARK.BARBERIO","D","D",2019020201,"2019-11-01",20192020,"R","COL","DAL",1,44,"COL44"
"ASHTON.SAUTNER","D","D",2019020202,"2019-11-01",20192020,"R","VAN","ANA",0,29,"VAN29"
"OSCAR.FANTENBERG","D","D",2019020202,"2019-11-01",20192020,"R","VAN","ANA",0,5,"VAN5"
"SVEN.BAERTSCHI","L","F",2019020202,"2019-11-01",20192020,"R","VAN","ANA",0,47,"VAN47"
"DEVIN.SHORE","C","F",2019020202,"2019-11-01",20192020,"R","ANA","VAN",1,29,"ANA29"
"JACOB.LARSSON","D","D",2019020202,"2019-11-01",20192020,"R","ANA","VAN",1,32,"ANA32"
"ONDREJ.KASE","R","F",2019020202,"2019-11-01",20192020,"R","ANA","VAN",1,25,"ANA25"
"ADAM.LOWRY","L","F",2019020203,"2019-11-01",20192020,"R","WPG","S.J",0,17,"WPG17"
"CARL.DAHLSTROM","D","D",2019020203,"2019-11-01",20192020,"R","WPG","S.J",0,23,"WPG23"
"PATRIK.LAINE","R","F",2019020203,"2019-11-01",20192020,"R","WPG","S.J",0,29,"WPG29"
"DYLAN.GAMBRELL","C","F",2019020203,"2019-11-01",20192020,"R","S.J","WPG",1,7,"S.J7"
"LUKAS.RADIL","C","F",2019020203,"2019-11-01",20192020,"R","S.J","WPG",1,52,"S.J52"
"TREVOR.CARRICK","D","D",2019020203,"2019-11-01",20192020,"R","S.J","WPG",1,47,"S.J47"
"BRANDON.MANNING","D","D",2019020204,"2019-11-02",20192020,"R","EDM","PIT",0,26,"EDM26"
