"player","position","position_type","game_id","game_date","season","session","team","opponent","is_home","player_num","player_team_num"
"DAVID.GUSTAFSSON","C","F",2019020053,"2019-10-10",20192020,"R","WPG","MIN",1,19,"WPG19"
"SAMI.NIKU","D","D",2019020053,"2019-10-10",20192020,"R","WPG","MIN",1,8,"WPG8"
"LUKAS.RADIL","C","F",2019020054,"2019-10-10",20192020,"R","S.J","CHI",0,52,"S.J52"
"MARCUS.SORENSEN","L","F",2019020054,"2019-10-10",20192020,"R","S.J","CHI",0,20,"S.J20"
"TIM.HEED","D","D",2019020054,"2019-10-10",20192020,"R","S.J","CHI",0,72,"S.J72"
"BRENDAN.PERLINI","L","F",2019020054,"2019-10-10",20192020,"R","CHI","S.J",1,11,"CHI11"
"CALVIN.DE.HAAN","D","D",2019020054,"2019-10-10",20192020,"R","CHI","S.J",1,44,"CHI44"
"AUSTIN.CZARNIK","C","F",2019020055,"2019-10-10",20192020,"R","CGY","DAL",0,27,"CGY27"
"OLIVER.KYLINGTON","D","D",2019020055,"2019-10-10",20192020,"R","CGY","DAL",0,58,"CGY58"
"DENIS.GURIANOV","R","F",2019020055,"2019-10-10",20192020,"R","DAL","CGY",1,34,"DAL34"
"TAYLOR.FEDUN","D","D",2019020055,"2019-10-10",20192020,"R","DAL","CGY",1,42,"DAL42"
"BRETT.RITCHIE","R","F",2019020056,"2019-10-10",20192020,"R","BOS","COL",0,18,"BOS18"
"PAR.LINDHOLM","C","F",2019020056,"2019-10-10",20192020,"R","BOS","COL",0,26,"BOS26"
"STEVEN.KAMPFER","D","D",2019020056,"2019-10-10",20192020,"R","BOS","COL",0,44,"BOS44"
"J.T..COMPHER","L","F",2019020056,"2019-10-10",20192020,"R","COL","BOS",1,37,"COL37"
"KEVIN.CONNAUTON","D","D",2019020056,"2019-10-10",20192020,"R","COL","BOS",1,7,"COL7"
"VLADISLAV.KAMENEV","C","F",2019020056,"2019-10-10",20192020,"R","COL","BOS",1,81,"COL81"
"JIMMY.SCHULDT","D","D",2019020057,"2019-10-10",20192020,"R","VGK","ARI",0,4,"VGK4"
"NICOLAS.ROY","C","F",2019020057,"2019-10-10",20192020,"R","VGK","ARI",0,10,"VGK10"
"ERIC.COMRIE","G","G",2019020057,"2019-10-10",20192020,"R","ARI","VGK",1,1,"ARI1"
"KYLE.CAPOBIANCO","D","D",2019020057,"2019-10-10",20192020,"R","ARI","VGK",1,75,"ARI75"
"LAWSON.CROUSE","L","F",2019020057,"2019-10-10",20192020,"R","ARI","VGK",1,67,"ARI67"
"HENRIK.BORGSTROM","C","F",2019020058,"2019-10-11",20192020,"R","FLA","BUF",0,95,"FLA95"
"MARK.PYSYK","D","D",2019020058,"2019-10-11",20192020,"R","FLA","BUF",0,13,"FLA13"
"CONOR.SHEARY","L","F",2019020058,"2019-10-11",20192020,"R","BUF","FLA",1,43,"BUF43"
"JOHN.GILMOUR","D","D",2019020058,"2019-10-11",20192020,"R","BUF","FLA",1,58,"BUF58"
"BRENDAN.GUHLE","D","D",2019020059,"2019-10-11",20192020,"R","ANA","CBJ",0,2,"ANA2"
"ISAC.LUNDESTROM","C","F",2019020059,"2019-10-11",20192020,"R","ANA","CBJ",0,48,"ANA48"
"MAX.JONES","L","F",2019020059,"2019-10-11",20192020,"R","ANA","CBJ",0,49,"ANA49"
"DEAN.KUKAN","D","D",2019020059,"2019-10-11",20192020,"R","CBJ","ANA",1,46,"CBJ46"
"MARKUS.HANNIKAINEN","L","F",2019020059,"2019-10-11",20192020,"R","CBJ","ANA",1,37,"CBJ37"
"SCOTT.HARRINGTON","D","D",2019020059,"2019-10-11",20192020,"R","CBJ","ANA",1,4,"CBJ4"
"CASEY.CIZIKAS","C","F",2019020060,"2019-10-11",20192020,"R","NYI","CAR",0,53,"NYI53"
"NICK.LEDDY","D","D",2019020060,"2019-10-11",20192020,"R","NYI","CAR",0,2,"NYI2"
"ROSS.JOHNSTON","L","F",2019020060,"2019-10-11",20192020,"R","NYI","CAR",0,32,"NYI32"
"JORDAN.MARTINOOK","L","F",2019020060,"2019-10-11",20192020,"R","CAR","NYI",1,48,"CAR48"
"BRANDON.MANNING","D","D",2019020061,"2019-10-12",20192020,"R","EDM","NYR",0,26,"EDM26"
"GAETAN.HAAS","C","F",2019020061,"2019-10-12",20192020,"R","EDM","NYR",0,91,"EDM91"
"PATRICK.RUSSELL","R","F",2019020061,"2019-10-12",20192020,"R","EDM","NYR",0,52,"EDM52"
"MICHEAL.HALEY","C","F",2019020061,"2019-10-12",20192020,"R","NYR","EDM",1,38,"NYR38"
"JAN.RUTTA","D","D",2019020062,"2019-10-12",20192020,"R","T.B","OTT",0,44,"T.B44"
"CODY.GOLOUBEF","D","D",2019020062,"2019-10-12",20192020,"R","OTT","T.B",1,29,"OTT29"
"MIKKEL.BOEDKER","L","F",2019020062,"2019-10-12",20192020,"R","OTT","T.B",1,89,"OTT89"
"MATT.IRWIN","D","D",2019020063,"2019-10-12",20192020,"R","NSH","L.A",0,52,"NSH52"
"ROCCO.GRIMALDI","C","F",2019020063,"2019-10-12",20192020,"R","NSH","L.A",0,23,"NSH23"
"CARL.GRUNDSTROM","R","F",2019020063,"2019-10-12",20192020,"R","L.A","NSH",1,38,"L.A38"
"KURTIS.MACDERMID","D","D",2019020063,"2019-10-12",20192020,"R","L.A","NSH",1,56,"L.A56"
"TOBIAS.BJORNFOT","D","D",2019020063,"2019-10-12",20192020,"R","L.A","NSH",1,33,"L.A33"
"JESPER.BOQVIST","C","F",2019020064,"2019-10-12",20192020,"R","N.J","BOS",0,90,"N.J90"
"JOHN.HAYDEN","C","F",2019020064,"2019-10-12",20192020,"R","N.J","BOS",0,15,"N.J15"
"MATT.TENNYSON","D","D",2019020064,"2019-10-12",20192020,"R","N.J","BOS",0,7,"N.J7"
"DAVID.BACKES","R","F",2019020064,"2019-10-12",20192020,"R","BOS","N.J",1,42,"BOS42"
"PAR.LINDHOLM","C","F",2019020064,"2019-10-12",20192020,"R","BOS","N.J",1,26,"BOS26"
"STEVEN.KAMPFER","D","D",2019020064,"2019-10-12",20192020,"R","BOS","N.J",1,44,"BOS44"
"MACKENZIE.MACEACHERN","L","F",2019020065,"2019-10-12",20192020,"R","STL","MTL",0,28,"STL28"
"ROBERT.BORTUZZO","D","D",2019020065,"2019-10-12",20192020,"R","STL","MTL",0,41,"STL41"
"ROBERT.THOMAS","C","F",2019020065,"2019-10-12",20192020,"R","STL","MTL",0,18,"STL18"
"CALE.FLEURY","D","D",2019020065,"2019-10-12",20192020,"R","MTL","STL",1,20,"MTL20"
"MIKE.REILLY","D","D",2019020065,"2019-10-12",20192020,"R","MTL","STL",1,28,"MTL28"
"NICK.COUSINS","C","F",2019020065,"2019-10-12",20192020,"R","MTL","STL",1,21,"MTL21"
"JASON.SPEZZA","C","F",2019020066,"2019-10-12",20192020,"R","TOR","DET",0,19,"TOR19"
"MARTIN.MARINCIN","D","D",2019020066,"2019-10-12",20192020,"R","TOR","DET",0,52,"TOR52"
"NIC.PETAN","C","F",2019020066,"2019-10-12",20192020,"R","TOR","DET",0,61,"TOR61"
"ALEX.BIEGA","D","D",2019020066,"2019-10-12",20192020,"R","DET","TOR",1,3,"DET3"
"EVGENY.SVECHNIKOV","L","F",2019020066,"2019-10-12",20192020,"R","DET","TOR",1,37,"DET37"
"HENRIK.BORGSTROM","C","F",2019020067,"2019-10-12",20192020,"R","FLA","NYI",0,95,"FLA95"
"MARK.PYSYK","D","D",2019020067,"2019-10-12",20192020,"R","FLA","NYI",0,13,"FLA13"
"CASEY.CIZIKAS","C","F",2019020067,"2019-10-12",20192020,"R","NYI","FLA",1,53,"NYI53"
"MATT.MARTIN","L","F",2019020067,"2019-10-12",20192020,"R","NYI","FLA",1,17,"NYI17"
"NOAH.DOBSON","D","D",2019020067,"2019-10-12",20192020,"R","NYI","FLA",1,8,"NYI8"
"DEAN.KUKAN","D","D",2019020068,"2019-10-12",20192020,"R","CBJ","CAR",0,46,"CBJ46"
"MARKUS.HANNIKAINEN","L","F",2019020068,"2019-10-12",20192020,"R","CBJ","CAR",0,37,"CBJ37"
"SCOTT.HARRINGTON","D","D",2019020068,"2019-10-12",20192020,"R","CBJ","CAR",0,4,"CBJ4"
"JORDAN.MARTINOOK","L","F",2019020068,"2019-10-12",20192020,"R","CAR","CBJ",1,48,"CAR48"
"TREVOR.VAN.RIEMSDYK","D","D",2019020068,"2019-10-12",20192020,"R","CAR","CBJ",1,57,"CAR57"
"DAVID.GUSTAFSSON","C","F",2019020069,"2019-10-12",20192020,"R","WPG","CHI",0,19,"WPG19"
"VILLE.HEINOLA","D","D",2019020069,"2019-10-12",20192020,"R","WPG","CHI",0,14,"WPG14"
"ALEX.NYLANDER","L","F",2019020069,"2019-10-12",20192020,"R","CHI","WPG",1,92,"CHI92"
"KIRBY.DACH","C","F",2019020069,"2019-10-12",20192020,"R","CHI","WPG",1,77,"CHI77"
"SLATER.KOEKKOEK","D","D",2019020069,"2019-10-12",20192020,"R","CHI","WPG",1,68,"CHI68"
"CHANDLER.STEPHENSON","C","F",2019020070,"2019-10-12",20192020,"R","WSH","DAL",0,18,"WSH18"
"JUSTIN.DOWLING","C","F",2019020070,"2019-10-12",20192020,"R","DAL","WSH",1,37,"DAL37"
"TAYLOR.FEDUN","D","D",2019020070,"2019-10-12",20192020,"R","DAL","WSH",1,42,"DAL42"
"CHAD.RUHWEDEL","D","D",2019020071,"2019-10-12",20192020,"R","PIT","MIN",0,2,"PIT2"
"ERIK.GUDBRANSON","D","D",2019020071,"2019-10-12",20192020,"R","PIT","MIN",0,44,"PIT44"
"JUUSO.RIIKOLA","D","D",2019020071,"2019-10-12",20192020,"R","PIT","MIN",0,50,"PIT50"
"NICK.SEELER","D","D",2019020071,"2019-10-12",20192020,"R","MIN","PIT",1,55,"MIN55"
"RYAN.DONATO","C","F",2019020071,"2019-10-12",20192020,"R","MIN","PIT",1,6,"MIN6"
"CHRISTIAN.FISCHER","R","F",2019020072,"2019-10-12",20192020,"R","ARI","COL",0,36,"ARI36"
"ERIC.COMRIE","G","G",2019020072,"2019-10-12",20192020,"R","ARI","COL",0,1,"ARI1"
"ILYA.LYUBUSHKIN","D","D",2019020072,"2019-10-12",20192020,"R","ARI","COL",0,46,"ARI46"
"J.T..COMPHER","L","F",2019020072,"2019-10-12",20192020,"R","COL","ARI",1,37,"COL37"
"KEVIN.CONNAUTON","D","D",2019020072,"2019-10-12",20192020,"R","COL","ARI",1,7,"COL7"
"VLADISLAV.KAMENEV","C","F",2019020072,"2019-10-12",20192020,"R","COL","ARI",1,81,"COL81"
"SAMUEL.MORIN","D","D",2019020073,"2019-10-12",20192020,"R","PHI","VAN",0,55,"PHI55"
"LOUI.ERIKSSON","L","F",2019020073,"2019-10-12",20192020,"R","VAN","PHI",1,21,"VAN21"
"OSCAR.FANTENBERG","D","D",2019020073,"2019-10-12",20192020,"R","VAN","PHI",1,5,"VAN5"
"AUSTIN.CZARNIK","C","F",2019020074,"2019-10-12",20192020,"R","CGY","VGK",0,27,"CGY27"
"OLIVER.KYLINGTON","D","D",2019020074,"2019-10-12",20192020,"R","CGY","VGK",0,58,"CGY58"
"BRANDON.PIRRI","C","F",2019020074,"2019-10-12",20192020,"R","VGK","CGY",1,73,"VGK73"
"JAKE.BISCHOFF","D","D",2019020074,"2019-10-12",20192020,"R","VGK","CGY",1,45,"VGK45"
"MALCOLM.SUBBAN","G","G",2019020074,"2019-10-12",20192020,"R","VGK","CGY",1,30,"VGK30"
"CHAD.RUHWEDEL","D","D",2019020075,"2019-10-13",20192020,"R","PIT","WPG",0,2,"PIT2"
"JACK.JOHNSON","D","D",2019020075,"2019-10-13",20192020,"R","PIT","WPG",0,3,"PIT3"
"JUUSO.RIIKOLA","D","D",2019020075,"2019-10-13",20192020,"R","PIT","WPG",0,50,"PIT50"
"DAVID.GUSTAFSSON","C","F",2019020075,"2019-10-13",20192020,"R","WPG","PIT",1,19,"WPG19"
"VILLE.HEINOLA","D","D",2019020075,"2019-10-13",20192020,"R","WPG","PIT",1,14,"WPG14"
"BRANDON.PIRRI","C","F",2019020076,"2019-10-13",20192020,"R","VGK","L.A",0,73,"VGK73"
"JAKE.BISCHOFF","D","D",2019020076,"2019-10-13",20192020,"R","VGK","L.A",0,45,"VGK45"
"MALCOLM.SUBBAN","G","G",2019020076,"2019-10-13",20192020,"R","VGK","L.A",0,30,"VGK30"
"CARL.GRUNDSTROM","R","F",2019020076,"2019-10-13",20192020,"R","L.A","VGK",1,38,"L.A38"
"KURTIS.MACDERMID","D","D",2019020076,"2019-10-13",20192020,"R","L.A","VGK",1,56,"L.A56"
"TOBIAS.BJORNFOT","D","D",2019020076,"2019-10-13",20192020,"R","L.A","VGK",1,33,"L.A33"
"MARK.JANKOWSKI","C","F",2019020077,"2019-10-13",20192020,"R","CGY","S.J",0,77,"CGY77"
"MICHAEL.STONE","D","D",2019020077,"2019-10-13",20192020,"R","CGY","S.J",0,26,"CGY26"
"DANIL.YURTAYKIN","L","F",2019020077,"2019-10-13",20192020,"R","S.J","CGY",1,75,"S.J75"
"MARCUS.SORENSEN","L","F",2019020077,"2019-10-13",20192020,"R","S.J","CGY",1,20,"S.J20"
"TREVOR.CARRICK","D","D",2019020077,"2019-10-13",20192020,"R","S.J","CGY",1,47,"S.J47"
"BRENDAN.GUHLE","D","D",2019020078,"2019-10-14",20192020,"R","ANA","BOS",0,2,"ANA2"
"DEVIN.SHORE","C","F",2019020078,"2019-10-14",20192020,"R","ANA","BOS",0,29,"ANA29"
"NICOLAS.DESLAURIERS","L","F",2019020078,"2019-10-14",20192020,"R","ANA","BOS",0,20,"ANA20"
"CONNOR.CLIFTON","D","D",2019020078,"2019-10-14",20192020,"R","BOS","ANA",1,75,"BOS75"
"DAVID.BACKES","R","F",2019020078,"2019-10-14",20192020,"R","BOS","ANA",1,42,"BOS42"
"PAR.LINDHOLM","C","F",2019020078,"2019-10-14",20192020,"R","BOS","ANA",1,26,"BOS26"
"GERALD.MAYHEW","C","F",2019020079,"2019-10-14",20192020,"R","MIN","OTT",0,26,"MIN26"
"MATS.ZUCCARELLO","C","F",2019020079,"2019-10-14",20192020,"R","MIN","OTT",0,36,"MIN36"
"NICK.SEELER","D","D",2019020079,"2019-10-14",20192020,"R","MIN","OTT",0,55,"MIN55"
"ARTEM.ANISIMOV","C","F",2019020079,"2019-10-14",20192020,"R","OTT","MIN",1,51,"OTT51"
"CODY.GOLOUBEF","D","D",2019020079,"2019-10-14",20192020,"R","OTT","MIN",1,29,"OTT29"
"NICK.PAUL","L","F",2019020079,"2019-10-14",20192020,"R","OTT","MIN",1,13,"OTT13"
"JAYCE.HAWRYLUK","C","F",2019020080,"2019-10-14",20192020,"R","FLA","N.J",0,8,"FLA8"
"MARK.PYSYK","D","D",2019020080,"2019-10-14",20192020,"R","FLA","N.J",0,13,"FLA13"
"JOHN.HAYDEN","C","F",2019020080,"2019-10-14",20192020,"R","N.J","FLA",1,15,"N.J15"
"KEVIN.ROONEY","C","F",2019020080,"2019-10-14",20192020,"R","N.J","FLA",1,16,"N.J16"
"MIRCO.MUELLER","D","D",2019020080,"2019-10-14",20192020,"R","N.J","FLA",1,25,"N.J25"
"ROBERT.BORTUZZO","D","D",2019020081,"2019-10-14",20192020,"R","STL","NYI",0,41,"STL41"
"ROBERT.THOMAS","C","F",2019020081,"2019-10-14",20192020,"R","STL","NYI",0,18,"STL18"
"ZACH.SANFORD","L","F",2019020081,"2019-10-14",20192020,"R","STL","NYI",0,12,"STL12"
"JORDAN.EBERLE","C","F",2019020081,"2019-10-14",20192020,"R","NYI","STL",1,7,"NYI7"
"MATT.MARTIN","L","F",2019020081,"2019-10-14",20192020,"R","NYI","STL",1,17,"NYI17"
"NOAH.DOBSON","D","D",2019020081,"2019-10-14",20192020,"R","NYI","STL",1,8,"NYI8"
"JOEL.HANLEY","D","D",2019020082,"2019-10-14",20192020,"R","DAL","BUF",0,39,"DAL39"
"JOEL.L'ESPERANCE","R","F",2019020082,"2019-10-14",20192020,"R","DAL","BUF",0,38,"DAL38"
"CONOR.SHEARY","L","F",2019020082,"2019-10-14",20192020,"R","BUF","DAL",1,43,"BUF43"
"CURTIS.LAZAR","C","F",2019020082,"2019-10-14",20192020,"R","BUF","DAL",1,27,"BUF27"
"JOHN.GILMOUR","D","D",2019020082,"2019-10-14",20192020,"R","BUF","DAL",1,58,"BUF58"
"KEVIN.CONNAUTON","D","D",2019020083,"2019-10-14",20192020,"R","COL","WSH",0,7,"COL7"
"MARK.BARBERIO","D","D",2019020083,"2019-10-14",20192020,"R","COL","WSH",0,44,"COL44"
"VLADISLAV.KAMENEV","C","F",2019020083,"2019-10-14",20192020,"R","COL","WSH",0,81,"COL81"
"CHANDLER.STEPHENSON","C","F",2019020083,"2019-10-14",20192020,"R","WSH","COL",1,18,"WSH18"
"BRANDON.MANNING","D","D",2019020084,"2019-10-14",20192020,"R","EDM","CHI",0,26,"EDM26"
"GAETAN.HAAS","C","F",2019020084,"2019-10-14",20192020,"R","EDM","CHI",0,91,"EDM91"
"PATRICK.RUSSELL","R","F",2019020084,"2019-10-14",20192020,"R","EDM","CHI",0,52,"EDM52"
"BRENDAN.PERLINI","L","F",2019020084,"2019-10-14",20192020,"R","CHI","EDM",1,11,"CHI11"
"KIRBY.DACH","C","F",2019020084,"2019-10-14",20192020,"R","CHI","EDM",1,77,"CHI77"
"SLATER.KOEKKOEK","D","D",2019020084,"2019-10-14",20192020,"R","CHI","EDM",1,68,"CHI68"
"KEVIN.FIALA","L","F",2019020085,"2019-10-15",20192020,"R","MIN","TOR",0,22,"MIN22"
"MATS.ZUCCARELLO","C","F",2019020085,"2019-10-15",20192020,"R","MIN","TOR",0,36,"MIN36"
"NICK.SEELER","D","D",2019020085,"2019-10-15",20192020,"R","MIN","TOR",0,55,"MIN55"
"JASON.SPEZZA","C","F",2019020085,"2019-10-15",20192020,"R","TOR","MIN",1,19,"TOR19"
"KEVIN.GRAVEL","D","D",2019020085,"2019-10-15",20192020,"R","TOR","MIN",1,25,"TOR25"
"NIC.PETAN","C","F",2019020085,"2019-10-15",20192020,"R","TOR","MIN",1,61,"TOR61"
"JAN.RUTTA","D","D",2019020086,"2019-10-15",20192020,"R","T.B","MTL",0,44,"T.B44"
"CALE.FLEURY","D","D",2019020086,"2019-10-15",20192020,"R","MTL","T.B",1,20,"MTL20"
"MIKE.REILLY","D","D",2019020086,"2019-10-15",20192020,"R","MTL","T.B",1,28,"MTL28"
"NICK.COUSINS","C","F",2019020086,"2019-10-15",20192020,"R","MTL","T.B",1,21,"MTL21"
"BARRETT.HAYTON","C","F",2019020087,"2019-10-15",20192020,"R","ARI","WPG",0,29,"ARI29"
"ERIC.COMRIE","G","G",2019020087,"2019-10-15",20192020,"R","ARI","WPG",0,1,"ARI1"
"ILYA.LYUBUSHKIN","D","D",2019020087,"2019-10-15",20192020,"R","ARI","WPG",0,46,"ARI46"
"MARK.LETESTU","C","F",2019020087,"2019-10-15",20192020,"R","WPG","ARI",1,22,"WPG22"
"VILLE.HEINOLA","D","D",2019020087,"2019-10-15",20192020,"R","WPG","ARI",1,14,"WPG14"
"CONNOR.BUNNAMAN","C","F",2019020088,"2019-10-15",20192020,"R","PHI","CGY",0,82,"PHI82"
"SAMUEL.MORIN","D","D",2019020088,"2019-10-15",20192020,"R","PHI","CGY",0,55,"PHI55"
"MICHAEL.STONE","D","D",2019020088,"2019-10-15",20192020,"R","CGY","PHI",1,26,"CGY26"
"TOBIAS.RIEDER","C","F",2019020088,"2019-10-15",20192020,"R","CGY","PHI",1,16,"CGY16"
"CHRISTOFFER.EHN","C","F",2019020089,"2019-10-15",20192020,"R","DET","VAN",0,70,"DET70"
"DANNY.DEKEYSER","D","D",2019020089,"2019-10-15",20192020,"R","DET","VAN",0,65,"DET65"
"MADISON.BOWEY","D","D",2019020089,"2019-10-15",20192020,"R","DET","VAN",0,74,"DET74"
"ADAM.GAUDETTE","C","F",2019020089,"2019-10-15",20192020,"R","VAN","DET",1,88,"VAN88"
"ASHTON.SAUTNER","D","D",2019020089,"2019-10-15",20192020,"R","VAN","DET",1,29,"VAN29"
"LOUI.ERIKSSON","L","F",2019020089,"2019-10-15",20192020,"R","VAN","DET",1,21,"VAN21"
"DANIEL.CARR","L","F",2019020090,"2019-10-15",20192020,"R","NSH","VGK",0,26,"NSH26"
"MATT.IRWIN","D","D",2019020090,"2019-10-15",20192020,"R","NSH","VGK",0,52,"NSH52"
"BRANDON.PIRRI","C","F",2019020090,"2019-10-15",20192020,"R","VGK","NSH",1,73,"VGK73"
"JAKE.BISCHOFF","D","D",2019020090,"2019-10-15",20192020,"R","VGK","NSH",1,45,"VGK45"
"MALCOLM.SUBBAN","G","G",2019020090,"2019-10-15",20192020,"R","VGK","NSH",1,30,"VGK30"
"TREVOR.VAN.RIEMSDYK","D","D",2019020091,"2019-10-15",20192020,"R","CAR","L.A",0,57,"CAR57"
"CARL.GRUNDSTROM","R","F",2019020091,"2019-10-15",20192020,"R","L.A","CAR",1,38,"L.A38"
"KURTIS.MACDERMID","D","D",2019020091,"2019-10-15",20192020,"R","L.A","CAR",1,56,"L.A56"
"TOBIAS.BJORNFOT","D","D",2019020091,"2019-10-15",20192020,"R","L.A","CAR",1,33,"L.A33"
"NIKITA.ZADOROV","D","D",2019020092,"2019-10-16",20192020,"R","COL","PIT",0,16,"COL16"
"VALERI.NICHUSHKIN","R","F",2019020092,"2019-10-16",20192020,"R","COL","PIT",0,13,"COL13"
"VLADISLAV.KAMENEV","C","F",2019020092,"2019-10-16",20192020,"R","COL","PIT",0,81,"COL81"
"CHAD.RUHWEDEL","D","D",2019020092,"2019-10-16",20192020,"R","PIT","COL",1,2,"PIT2"
"ERIK.GUDBRANSON","D","D",2019020092,"2019-10-16",20192020,"R","PIT","COL",1,44,"PIT44"
"JARED.MCCANN","C","F",2019020092,"2019-10-16",20192020,"R","PIT","COL",1,19,"PIT19"
"JASON.SPEZZA","C","F",2019020093,"2019-10-16",20192020,"R","TOR","WSH",0,19,"TOR19"
"KEVIN.GRAVEL","D","D",2019020093,"2019-10-16",20192020,"R","TOR","WSH",0,25,"TOR25"
"NIC.PETAN","C","F",2019020093,"2019-10-16",20192020,"R","TOR","WSH",0,61,"TOR61"
"NIC.DOWD","C","F",2019020093,"2019-10-16",20192020,"R","WSH","TOR",1,26,"WSH26"
"JOEL.HANLEY","D","D",2019020094,"2019-10-16",20192020,"R","DAL","CBJ",0,39,"DAL39"
"JUSTIN.DOWLING","C","F",2019020094,"2019-10-16",20192020,"R","DAL","CBJ",0,37,"DAL37"
"DEAN.KUKAN","D","D",2019020094,"2019-10-16",20192020,"R","CBJ","DAL",1,46,"CBJ46"
"MARKUS.HANNIKAINEN","L","F",2019020094,"2019-10-16",20192020,"R","CBJ","DAL",1,37,"CBJ37"
"SCOTT.HARRINGTON","D","D",2019020094,"2019-10-16",20192020,"R","CBJ","DAL",1,4,"CBJ4"
"CHRIS.STEWART","R","F",2019020095,"2019-10-16",20192020,"R","PHI","EDM",0,44,"PHI44"
"SAMUEL.MORIN","D","D",2019020095,"2019-10-16",20192020,"R","PHI","EDM",0,55,"PHI55"
"GAETAN.HAAS","C","F",2019020095,"2019-10-16",20192020,"R","EDM","PHI",1,91,"EDM91"
"JOAKIM.NYGARD","L","F",2019020095,"2019-10-16",20192020,"R","EDM","PHI",1,10,"EDM10"
"JOEL.PERSSON","D","D",2019020095,"2019-10-16",20192020,"R","EDM","PHI",1,36,"EDM36"
"CONOR.SHEARY","L","F",2019020096,"2019-10-16",20192020,"R","BUF","ANA",0,43,"BUF43"
"CURTIS.LAZAR","C","F",2019020096,"2019-10-16",20192020,"R","BUF","ANA",0,27,"BUF27"
"JOHN.GILMOUR","D","D",2019020096,"2019-10-16",20192020,"R","BUF","ANA",0,58,"BUF58"
"DEVIN.SHORE","C","F",2019020096,"2019-10-16",20192020,"R","ANA","BUF",1,29,"ANA29"
"NICOLAS.DESLAURIERS","L","F",2019020096,"2019-10-16",20192020,"R","ANA","BUF",1,20,"ANA20"
"TREVOR.VAN.RIEMSDYK","D","D",2019020097,"2019-10-16",20192020,"R","CAR","S.J",0,57,"CAR57"
"DANIL.YURTAYKIN","L","F",2019020097,"2019-10-16",20192020,"R","S.J","CAR",1,75,"S.J75"
"LEAN.BERGMANN","C","F",2019020097,"2019-10-16",20192020,"R","S.J","CAR",1,45,"S.J45"
"TREVOR.CARRICK","D","D",2019020097,"2019-10-16",20192020,"R","S.J","CAR",1,47,"S.J47"
"JAN.RUTTA","D","D",2019020098,"2019-10-17",20192020,"R","T.B","BOS",0,44,"T.B44"
"DAVID.BACKES","R","F",2019020098,"2019-10-17",20192020,"R","BOS","T.B",1,42,"BOS42"
"DAVID.KREJCI","C","F",2019020098,"2019-10-17",20192020,"R","BOS","T.B",1,46,"BOS46"
"STEVEN.KAMPFER","D","D",2019020098,"2019-10-17",20192020,"R","BOS","T.B",1,44,"BOS44"
"CARSON.SOUCY","D","D",2019020099,"2019-10-17",20192020,"R","MIN","MTL",0,21,"MIN21"
"MATS.ZUCCARELLO","C","F",2019020099,"2019-10-17",20192020,"R","MIN","MTL",0,36,"MIN36"
"VICTOR.RASK","C","F",2019020099,"2019-10-17",20192020,"R","MIN","MTL",0,49,"MIN49"
"CHRISTIAN.FOLIN","D","D",2019020099,"2019-10-17",20192020,"R","MTL","MIN",1,32,"MTL32"
"JORDAN.WEAL","C","F",2019020099,"2019-10-17",20192020,"R","MTL","MIN",1,43,"MTL43"
"MIKE.REILLY","D","D",2019020099,"2019-10-17",20192020,"R","MTL","MIN",1,28,"MTL28"
"BRENDAN.LEMIEUX","L","F",2019020100,"2019-10-17",20192020,"R","NYR","N.J",0,48,"NYR48"
"CONNOR.CARRICK","D","D",2019020100,"2019-10-17",20192020,"R","N.J","NYR",1,5,"N.J5"
"JESPER.BOQVIST","C","F",2019020100,"2019-10-17",20192020,"R","N.J","NYR",1,90,"N.J90"
"NICO.HISCHIER","C","F",2019020100,"2019-10-17",20192020,"R","N.J","NYR",1,13,"N.J13"
"ADAM.GAUDETTE","C","F",2019020101,"2019-10-17",20192020,"R","VAN","STL",0,88,"VAN88"
"ASHTON.SAUTNER","D","D",2019020101,"2019-10-17",20192020,"R","VAN","STL",0,29,"VAN29"
"LOUI.ERIKSSON","L","F",2019020101,"2019-10-17",20192020,"R","VAN","STL",0,21,"VAN21"
"MACKENZIE.MACEACHERN","L","F",2019020101,"2019-10-17",20192020,"R","STL","VAN",1,28,"STL28"
"ROBERT.BORTUZZO","D","D",2019020101,"2019-10-17",20192020,"R","STL","VAN",1,41,"STL41"
"ZACH.SANFORD","L","F",2019020101,"2019-10-17",20192020,"R","STL","VAN",1,12,"STL12"
"JORDAN.EBERLE","C","F",2019020102,"2019-10-17",20192020,"R","NYI","WPG",0,7,"NYI7"
"MATT.MARTIN","L","F",2019020102,"2019-10-17",20192020,"R","NYI","WPG",0,17,"NYI17"
"NOAH.DOBSON","D","D",2019020102,"2019-10-17",20192020,"R","NYI","WPG",0,8,"NYI8"
"ANTHONY.BITETTO","D","D",2019020102,"2019-10-17",20192020,"R","WPG","NYI",1,2,"WPG2"
"NELSON.NOGIER","D","D",2019020102,"2019-10-17",20192020,"R","WPG","NYI",1,62,"WPG62"
"ADAM.ERNE","L","F",2019020103,"2019-10-17",20192020,"R","DET","CGY",0,73,"DET73"
"MADISON.BOWEY","D","D",2019020103,"2019-10-17",20192020,"R","DET","CGY",0,74,"DET74"
"TREVOR.DALEY","D","D",2019020103,"2019-10-17",20192020,"R","DET","CGY",0,83,"DET83"
"MICHAEL.STONE","D","D",2019020103,"2019-10-17",20192020,"R","CGY","DET",1,26,"CGY26"
